semantic_id,native_symbol,go_equivalent,rust_api_plan,phase,disposition,prerequisites,adaptation,baseline_evidence,rust_test_id,status
go:InconsistentObject,see native rows by Go family; no guessed exact mapping,InconsistentObject,rados:: equivalent for InconsistentObject; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=type,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go admin.go:37; reference/go-public-api.json,R02:go:InconsistentObject,implemented-r02
go:InconsistentObject.Errors,see native rows by Go family; no guessed exact mapping,InconsistentObject.Errors,rados:: equivalent for InconsistentObject.Errors; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go admin.go:40; reference/go-public-api.json,R02:go:InconsistentObject.Errors,implemented-r02
go:InconsistentObject.Object,see native rows by Go family; no guessed exact mapping,InconsistentObject.Object,rados:: equivalent for InconsistentObject.Object; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go admin.go:38; reference/go-public-api.json,R02:go:InconsistentObject.Object,implemented-r02
go:InconsistentObject.Shards,see native rows by Go family; no guessed exact mapping,InconsistentObject.Shards,rados:: equivalent for InconsistentObject.Shards; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go admin.go:39; reference/go-public-api.json,R02:go:InconsistentObject.Shards,implemented-r02
go:InconsistentPG,see native rows by Go family; no guessed exact mapping,InconsistentPG,rados:: equivalent for InconsistentPG; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=type,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go admin.go:43; reference/go-public-api.json,R02:go:InconsistentPG,implemented-r02
go:InconsistentPG.Errors,see native rows by Go family; no guessed exact mapping,InconsistentPG.Errors,rados:: equivalent for InconsistentPG.Errors; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go admin.go:45; reference/go-public-api.json,R02:go:InconsistentPG.Errors,implemented-r02
go:InconsistentPG.PG,see native rows by Go family; no guessed exact mapping,InconsistentPG.PG,rados:: equivalent for InconsistentPG.PG; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go admin.go:44; reference/go-public-api.json,R02:go:InconsistentPG.PG,implemented-r02
go:LoadConfig,see native rows by Go family; no guessed exact mapping,LoadConfig,rados:: equivalent for LoadConfig; signature review pending R02/owning phase,R05,port-public-contract,inherited certified profile; declaration kind=function,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go config.go:53; reference/go-public-api.json,R05:go:LoadConfig,planned-not-implemented
go:LoadKeyring,see native rows by Go family; no guessed exact mapping,LoadKeyring,rados:: equivalent for LoadKeyring; signature review pending R02/owning phase,R05,port-public-contract,inherited certified profile; declaration kind=function,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go config.go:75; reference/go-public-api.json,R05:go:LoadKeyring,planned-not-implemented
go:LockExclusive,see native rows by Go family; no guessed exact mapping,LockExclusive,rados:: equivalent for LockExclusive; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=const,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:17; reference/go-public-api.json,R02:go:LockExclusive,implemented-r02
go:LockMode,see native rows by Go family; no guessed exact mapping,LockMode,rados:: equivalent for LockMode; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=type,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:14; reference/go-public-api.json,R02:go:LockMode,implemented-r02
go:LockOptions,see native rows by Go family; no guessed exact mapping,LockOptions,rados:: equivalent for LockOptions; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=type,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:21; reference/go-public-api.json,R02:go:LockOptions,implemented-r02
go:LockOptions.Cookie,see native rows by Go family; no guessed exact mapping,LockOptions.Cookie,rados:: equivalent for LockOptions.Cookie; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:22; reference/go-public-api.json,R02:go:LockOptions.Cookie,implemented-r02
go:LockOptions.Description,see native rows by Go family; no guessed exact mapping,LockOptions.Description,rados:: equivalent for LockOptions.Description; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:24; reference/go-public-api.json,R02:go:LockOptions.Description,implemented-r02
go:LockOptions.Duration,see native rows by Go family; no guessed exact mapping,LockOptions.Duration,rados:: equivalent for LockOptions.Duration; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:25; reference/go-public-api.json,R02:go:LockOptions.Duration,implemented-r02
go:LockOptions.Renew,see native rows by Go family; no guessed exact mapping,LockOptions.Renew,rados:: equivalent for LockOptions.Renew; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:26; reference/go-public-api.json,R02:go:LockOptions.Renew,implemented-r02
go:LockOptions.Tag,see native rows by Go family; no guessed exact mapping,LockOptions.Tag,rados:: equivalent for LockOptions.Tag; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:23; reference/go-public-api.json,R02:go:LockOptions.Tag,implemented-r02
go:LockShared,see native rows by Go family; no guessed exact mapping,LockShared,rados:: equivalent for LockShared; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=const,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:18; reference/go-public-api.json,R02:go:LockShared,implemented-r02
go:Locker,see native rows by Go family; no guessed exact mapping,Locker,rados:: equivalent for Locker; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=type,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:29; reference/go-public-api.json,R02:go:Locker,implemented-r02
go:Locker.Address,see native rows by Go family; no guessed exact mapping,Locker.Address,rados:: equivalent for Locker.Address; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:32; reference/go-public-api.json,R02:go:Locker.Address,implemented-r02
go:Locker.Client,see native rows by Go family; no guessed exact mapping,Locker.Client,rados:: equivalent for Locker.Client; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:30; reference/go-public-api.json,R02:go:Locker.Client,implemented-r02
go:Locker.Cookie,see native rows by Go family; no guessed exact mapping,Locker.Cookie,rados:: equivalent for Locker.Cookie; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:31; reference/go-public-api.json,R02:go:Locker.Cookie,implemented-r02
go:Locker.Description,see native rows by Go family; no guessed exact mapping,Locker.Description,rados:: equivalent for Locker.Description; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:33; reference/go-public-api.json,R02:go:Locker.Description,implemented-r02
go:Locker.Expiration,see native rows by Go family; no guessed exact mapping,Locker.Expiration,rados:: equivalent for Locker.Expiration; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:34; reference/go-public-api.json,R02:go:Locker.Expiration,implemented-r02
go:Locker.Mode,see native rows by Go family; no guessed exact mapping,Locker.Mode,rados:: equivalent for Locker.Mode; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:35; reference/go-public-api.json,R02:go:Locker.Mode,implemented-r02
go:Locker.Tag,see native rows by Go family; no guessed exact mapping,Locker.Tag,rados:: equivalent for Locker.Tag; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:36; reference/go-public-api.json,R02:go:Locker.Tag,implemented-r02
go:MaxWatchQueue,see native rows by Go family; no guessed exact mapping,MaxWatchQueue,rados:: equivalent for MaxWatchQueue; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=const,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:70; reference/go-public-api.json,R02:go:MaxWatchQueue,implemented-r02
go:New,see native rows by Go family; no guessed exact mapping,New,rados:: equivalent for New; signature review pending R02/owning phase,R05,port-public-contract,inherited certified profile; declaration kind=function,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go client.go:77; reference/go-public-api.json,R05:go:New,planned-not-implemented
go:NewP12DiagnosticClient,see native rows by Go family; no guessed exact mapping,NewP12DiagnosticClient,rados:: equivalent for NewP12DiagnosticClient; signature review pending R02/owning phase,R13,port-public-contract,inherited certified profile; declaration kind=function,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go p12_diagnostics.go:25; reference/go-public-api.json,R13:go:NewP12DiagnosticClient,planned-not-implemented
go:NewReadOp,see native rows by Go family; no guessed exact mapping,NewReadOp,rados:: equivalent for NewReadOp; signature review pending R02/owning phase,R09,port-public-contract,inherited certified profile; declaration kind=function,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go metadata.go:52; reference/go-public-api.json,R09:go:NewReadOp,implemented-r09
go:NewWriteOp,see native rows by Go family; no guessed exact mapping,NewWriteOp,rados:: equivalent for NewWriteOp; signature review pending R02/owning phase,R09,port-public-contract,inherited certified profile; declaration kind=function,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go metadata.go:53; reference/go-public-api.json,R09:go:NewWriteOp,implemented-r09
go:NotifyAcknowledgment,see native rows by Go family; no guessed exact mapping,NotifyAcknowledgment,rados:: equivalent for NotifyAcknowledgment; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=type,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:53; reference/go-public-api.json,R02:go:NotifyAcknowledgment,implemented-r02
go:NotifyAcknowledgment.Client,see native rows by Go family; no guessed exact mapping,NotifyAcknowledgment.Client,rados:: equivalent for NotifyAcknowledgment.Client; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:54; reference/go-public-api.json,R02:go:NotifyAcknowledgment.Client,implemented-r02
go:NotifyAcknowledgment.Cookie,see native rows by Go family; no guessed exact mapping,NotifyAcknowledgment.Cookie,rados:: equivalent for NotifyAcknowledgment.Cookie; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:55; reference/go-public-api.json,R02:go:NotifyAcknowledgment.Cookie,implemented-r02
go:NotifyAcknowledgment.Data,see native rows by Go family; no guessed exact mapping,NotifyAcknowledgment.Data,rados:: equivalent for NotifyAcknowledgment.Data; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:56; reference/go-public-api.json,R02:go:NotifyAcknowledgment.Data,implemented-r02
go:NotifyReply,see native rows by Go family; no guessed exact mapping,NotifyReply,rados:: equivalent for NotifyReply; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=type,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:64; reference/go-public-api.json,R02:go:NotifyReply,implemented-r02
go:NotifyReply.Acknowledged,see native rows by Go family; no guessed exact mapping,NotifyReply.Acknowledged,rados:: equivalent for NotifyReply.Acknowledged; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:65; reference/go-public-api.json,R02:go:NotifyReply.Acknowledged,implemented-r02
go:NotifyReply.TimedOut,see native rows by Go family; no guessed exact mapping,NotifyReply.TimedOut,rados:: equivalent for NotifyReply.TimedOut; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:66; reference/go-public-api.json,R02:go:NotifyReply.TimedOut,implemented-r02
go:NotifyTimeout,see native rows by Go family; no guessed exact mapping,NotifyTimeout,rados:: equivalent for NotifyTimeout; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=type,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:59; reference/go-public-api.json,R02:go:NotifyTimeout,implemented-r02
go:NotifyTimeout.Client,see native rows by Go family; no guessed exact mapping,NotifyTimeout.Client,rados:: equivalent for NotifyTimeout.Client; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:60; reference/go-public-api.json,R02:go:NotifyTimeout.Client,implemented-r02
go:NotifyTimeout.Cookie,see native rows by Go family; no guessed exact mapping,NotifyTimeout.Cookie,rados:: equivalent for NotifyTimeout.Cookie; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:61; reference/go-public-api.json,R02:go:NotifyTimeout.Cookie,implemented-r02
go:OMAPEntry,see native rows by Go family; no guessed exact mapping,OMAPEntry,rados:: equivalent for OMAPEntry; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=type,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go metadata.go:24; reference/go-public-api.json,R02:go:OMAPEntry,implemented-r02
go:OMAPEntry.Key,see native rows by Go family; no guessed exact mapping,OMAPEntry.Key,rados:: equivalent for OMAPEntry.Key; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go metadata.go:25; reference/go-public-api.json,R02:go:OMAPEntry.Key,implemented-r02
go:OMAPEntry.Value,see native rows by Go family; no guessed exact mapping,OMAPEntry.Value,rados:: equivalent for OMAPEntry.Value; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go metadata.go:26; reference/go-public-api.json,R02:go:OMAPEntry.Value,implemented-r02
go:ObjectCursor,see native rows by Go family; no guessed exact mapping,ObjectCursor,rados:: equivalent for ObjectCursor; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=type,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:78; reference/go-public-api.json,R02:go:ObjectCursor,implemented-r02
go:ObjectCursor.IsEnd,see native rows by Go family; no guessed exact mapping,ObjectCursor.IsEnd,rados:: equivalent for ObjectCursor.IsEnd; signature review pending R02/owning phase,R08,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:140; reference/go-public-api.json,R08:go:ObjectCursor.IsEnd,planned-not-implemented
go:ObjectEntry,see native rows by Go family; no guessed exact mapping,ObjectEntry,rados:: equivalent for ObjectEntry; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=type,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:72; reference/go-public-api.json,R02:go:ObjectEntry,implemented-r02
go:ObjectEntry.Locator,see native rows by Go family; no guessed exact mapping,ObjectEntry.Locator,rados:: equivalent for ObjectEntry.Locator; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:75; reference/go-public-api.json,R02:go:ObjectEntry.Locator,implemented-r02
go:ObjectEntry.Name,see native rows by Go family; no guessed exact mapping,ObjectEntry.Name,rados:: equivalent for ObjectEntry.Name; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:73; reference/go-public-api.json,R02:go:ObjectEntry.Name,implemented-r02
go:ObjectEntry.Namespace,see native rows by Go family; no guessed exact mapping,ObjectEntry.Namespace,rados:: equivalent for ObjectEntry.Namespace; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:74; reference/go-public-api.json,R02:go:ObjectEntry.Namespace,implemented-r02
go:ObjectInfo,see native rows by Go family; no guessed exact mapping,ObjectInfo,rados:: equivalent for ObjectInfo; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=type,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:31; reference/go-public-api.json,R02:go:ObjectInfo,implemented-r02
go:ObjectInfo.ModTime,see native rows by Go family; no guessed exact mapping,ObjectInfo.ModTime,rados:: equivalent for ObjectInfo.ModTime; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:33; reference/go-public-api.json,R02:go:ObjectInfo.ModTime,implemented-r02
go:ObjectInfo.Size,see native rows by Go family; no guessed exact mapping,ObjectInfo.Size,rados:: equivalent for ObjectInfo.Size; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:32; reference/go-public-api.json,R02:go:ObjectInfo.Size,implemented-r02
go:ObjectInfo.Version,see native rows by Go family; no guessed exact mapping,ObjectInfo.Version,rados:: equivalent for ObjectInfo.Version; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:34; reference/go-public-api.json,R02:go:ObjectInfo.Version,implemented-r02
go:ObjectPage,see native rows by Go family; no guessed exact mapping,ObjectPage,rados:: equivalent for ObjectPage; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=type,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:85; reference/go-public-api.json,R02:go:ObjectPage,implemented-r02
go:ObjectPage.More,see native rows by Go family; no guessed exact mapping,ObjectPage.More,rados:: equivalent for ObjectPage.More; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:88; reference/go-public-api.json,R02:go:ObjectPage.More,implemented-r02
go:ObjectPage.Next,see native rows by Go family; no guessed exact mapping,ObjectPage.Next,rados:: equivalent for ObjectPage.Next; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:87; reference/go-public-api.json,R02:go:ObjectPage.Next,implemented-r02
go:ObjectPage.Values,see native rows by Go family; no guessed exact mapping,ObjectPage.Values,rados:: equivalent for ObjectPage.Values; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=field,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:86; reference/go-public-api.json,R02:go:ObjectPage.Values,implemented-r02
go:ObjectRef,see native rows by Go family; no guessed exact mapping,ObjectRef,rados:: equivalent for ObjectRef; public contract frozen in R02,R02,port-public-contract,inherited certified profile; declaration kind=type,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:26; reference/go-public-api.json,R02:go:ObjectRef,implemented-r02
go:ObjectRef.Append,see native rows by Go family; no guessed exact mapping,ObjectRef.Append,rados:: equivalent for ObjectRef.Append; signature review pending R02/owning phase,R08,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:357; reference/go-public-api.json,R08:go:ObjectRef.Append,implemented-r08
go:ObjectRef.BreakLock,see native rows by Go family; no guessed exact mapping,ObjectRef.BreakLock,rados:: equivalent for ObjectRef.BreakLock; signature review pending R02/owning phase,R10,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:326; reference/go-public-api.json,R10:go:ObjectRef.BreakLock,implemented-r10
go:ObjectRef.Checksum,see native rows by Go family; no guessed exact mapping,ObjectRef.Checksum,rados:: equivalent for ObjectRef.Checksum; signature review pending R02/owning phase,R08,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:319; reference/go-public-api.json,R08:go:ObjectRef.Checksum,planned-not-implemented
go:ObjectRef.CopyFrom,see native rows by Go family; no guessed exact mapping,ObjectRef.CopyFrom,rados:: equivalent for ObjectRef.CopyFrom; signature review pending R02/owning phase,R08,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:381; reference/go-public-api.json,R08:go:ObjectRef.CopyFrom,planned-not-implemented
go:ObjectRef.CopyFrom2,see native rows by Go family; no guessed exact mapping,ObjectRef.CopyFrom2,rados:: equivalent for ObjectRef.CopyFrom2; signature review pending R02/owning phase,R08,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:385; reference/go-public-api.json,R08:go:ObjectRef.CopyFrom2,planned-not-implemented
go:ObjectRef.Create,see native rows by Go family; no guessed exact mapping,ObjectRef.Create,rados:: equivalent for ObjectRef.Create; signature review pending R02/owning phase,R08,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:418; reference/go-public-api.json,R08:go:ObjectRef.Create,implemented-r08
go:ObjectRef.Exec,see native rows by Go family; no guessed exact mapping,ObjectRef.Exec,rados:: equivalent for ObjectRef.Exec; signature review pending R02/owning phase,R09,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go metadata.go:152; reference/go-public-api.json,R09:go:ObjectRef.Exec,implemented-r09
go:ObjectRef.ExecuteRead,see native rows by Go family; no guessed exact mapping,ObjectRef.ExecuteRead,rados:: equivalent for ObjectRef.ExecuteRead; signature review pending R02/owning phase,R09,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go metadata.go:324; reference/go-public-api.json,R09:go:ObjectRef.ExecuteRead,implemented-r09
go:ObjectRef.ExecuteWrite,see native rows by Go family; no guessed exact mapping,ObjectRef.ExecuteWrite,rados:: equivalent for ObjectRef.ExecuteWrite; signature review pending R02/owning phase,R09,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go metadata.go:335; reference/go-public-api.json,R09:go:ObjectRef.ExecuteWrite,implemented-r09
go:ObjectRef.GetOMAP,see native rows by Go family; no guessed exact mapping,ObjectRef.GetOMAP,rados:: equivalent for ObjectRef.GetOMAP; signature review pending R02/owning phase,R09,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go metadata.go:131; reference/go-public-api.json,R09:go:ObjectRef.GetOMAP,implemented-r09
go:ObjectRef.GetOMAPHeader,see native rows by Go family; no guessed exact mapping,ObjectRef.GetOMAPHeader,rados:: equivalent for ObjectRef.GetOMAPHeader; signature review pending R02/owning phase,R09,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go metadata.go:123; reference/go-public-api.json,R09:go:ObjectRef.GetOMAPHeader,implemented-r09
go:ObjectRef.GetXAttr,see native rows by Go family; no guessed exact mapping,ObjectRef.GetXAttr,rados:: equivalent for ObjectRef.GetXAttr; signature review pending R02/owning phase,R09,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go metadata.go:55; reference/go-public-api.json,R09:go:ObjectRef.GetXAttr,implemented-r09
go:ObjectRef.ListLockers,see native rows by Go family; no guessed exact mapping,ObjectRef.ListLockers,rados:: equivalent for ObjectRef.ListLockers; signature review pending R02/owning phase,R10,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:303; reference/go-public-api.json,R10:go:ObjectRef.ListLockers,implemented-r10
go:ObjectRef.ListOMAP,see native rows by Go family; no guessed exact mapping,ObjectRef.ListOMAP,rados:: equivalent for ObjectRef.ListOMAP; signature review pending R02/owning phase,R09,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go metadata.go:98; reference/go-public-api.json,R09:go:ObjectRef.ListOMAP,implemented-r09
go:ObjectRef.ListWatchers,see native rows by Go family; no guessed exact mapping,ObjectRef.ListWatchers,rados:: equivalent for ObjectRef.ListWatchers; signature review pending R02/owning phase,R10,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:241; reference/go-public-api.json,R10:go:ObjectRef.ListWatchers,implemented-r10
go:ObjectRef.ListXAttrs,see native rows by Go family; no guessed exact mapping,ObjectRef.ListXAttrs,rados:: equivalent for ObjectRef.ListXAttrs; signature review pending R02/owning phase,R09,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go metadata.go:81; reference/go-public-api.json,R09:go:ObjectRef.ListXAttrs,implemented-r09
go:ObjectRef.Lock,see native rows by Go family; no guessed exact mapping,ObjectRef.Lock,rados:: equivalent for ObjectRef.Lock; signature review pending R02/owning phase,R10,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:272; reference/go-public-api.json,R10:go:ObjectRef.Lock,implemented-r10
go:ObjectRef.Notify,see native rows by Go family; no guessed exact mapping,ObjectRef.Notify,rados:: equivalent for ObjectRef.Notify; signature review pending R02/owning phase,R10,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go coordination.go:200; reference/go-public-api.json,R10:go:ObjectRef.Notify,implemented-r10
go:ObjectRef.Read,see native rows by Go family; no guessed exact mapping,ObjectRef.Read,rados:: equivalent for ObjectRef.Read; signature review pending R02/owning phase,R07,port-public-contract,inherited certified profile; declaration kind=method,"Rust names and ownership adapted; byte identities, errors, cancellation and result meaning retained",archived Go object.go:286; reference/go-public-api.json,R07:go:ObjectRef.Read,implemented-r07
