language,owner,source_symbol,source_signature,go_equivalent,disposition,phase,prerequisites,semantic_difference,conformance_test
C++,ObjectReadOperation,ObjectReadOperation::ObjectReadOperation,ObjectReadOperation() {},rados.ReadOp / rados.WriteOp,go-native,P08,completion of prior phases; see SPEC.md,"Go values, pages, and builders replace native iterator and allocation lifetimes","P08 ownership, pagination, and builder lifecycle tests"
C++,ObjectReadOperation,ObjectReadOperation::ObjectReadOperation,ObjectReadOperation(ObjectReadOperation&&) = default;,rados.ReadOp / rados.WriteOp,go-native,P08,completion of prior phases; see SPEC.md,"Go values, pages, and builders replace native iterator and allocation lifetimes","P08 ownership, pagination, and builder lifecycle tests"
C++,ObjectReadOperation,ObjectReadOperation::cache_evict,void cache_evict();,none,deferred: legacy cache tier or service/log subscription API,P13,completion of prior phases; see SPEC.md,Outside the v1 scope defined by SPEC.md,future explicit qualification
C++,ObjectReadOperation,ObjectReadOperation::cache_flush,void cache_flush();,none,deferred: legacy cache tier or service/log subscription API,P13,completion of prior phases; see SPEC.md,Outside the v1 scope defined by SPEC.md,future explicit qualification
C++,ObjectReadOperation,ObjectReadOperation::cache_try_flush,void cache_try_flush();,none,deferred: legacy cache tier or service/log subscription API,P13,completion of prior phases; see SPEC.md,Outside the v1 scope defined by SPEC.md,future explicit qualification
C++,ObjectReadOperation,ObjectReadOperation::checksum,"void checksum(rados_checksum_type_t type, const bufferlist &init_value_bl, uint64_t off, size_t len, size_t chunk_size, bufferlist *pbl, int *prval);",rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C++,ObjectReadOperation,ObjectReadOperation::getxattr,"void getxattr(const char *name, bufferlist *pbl, int *prval);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectReadOperation,ObjectReadOperation::getxattrs,"void getxattrs(std::map<std::string, bufferlist> *pattrs, int *prval);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectReadOperation,ObjectReadOperation::is_dirty,"void is_dirty(bool *isdirty, int *prval);",rados.ReadOp / rados.WriteOp,intentional-omission: non-frozen P08 variant,P08,completion of prior phases; see SPEC.md,Not exposed by the certified P08 Go contract,P08 API inventory review; no runtime conformance claim
C++,ObjectReadOperation,ObjectReadOperation::list_snaps,"void list_snaps(snap_set_t *out_snaps, int *prval);",rados snapshot methods and immutable snapshot views,intentional-omission: non-frozen P10 variant,P10,completion of prior phases; see SPEC.md,Not exposed by the certified P10 Go contract,P10 API inventory review; no runtime conformance claim
C++,ObjectReadOperation,ObjectReadOperation::list_watchers,"void list_watchers(std::list<obj_watch_t> *out_watchers, int *prval);",rados.Watch and notify methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live watch/notify interoperability tests
C++,ObjectReadOperation,ObjectReadOperation::omap_get_header,"void omap_get_header(bufferlist *header, int *prval);",rados.ReadOp.GetOMAPHeader,implemented,P08,replicated pools on certified Ceph 20.2.4,Ordered compound result uses Go-owned bytes,P08 unit and live compound tests
C++,ObjectReadOperation,ObjectReadOperation::omap_get_keys,"void omap_get_keys(const std::string &start_after, uint64_t max_return, std::set<std::string> *out_keys, int *prval) __attribute__ ((deprecated));",none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,ObjectReadOperation,ObjectReadOperation::omap_get_keys2,"void omap_get_keys2(const std::string &start_after, uint64_t max_return, std::set<std::string> *out_keys, bool *pmore, int *prval);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectReadOperation,ObjectReadOperation::omap_get_vals,"void omap_get_vals( const std::string &start_after, const std::string &filter_prefix, uint64_t max_return, std::map<std::string, bufferlist> *out_vals, int *prval) __attribute__ ((deprecated));",none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,ObjectReadOperation,ObjectReadOperation::omap_get_vals,"void omap_get_vals( const std::string &start_after, uint64_t max_return, std::map<std::string, bufferlist> *out_vals, int *prval) __attribute__ ((deprecated));",none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,ObjectReadOperation,ObjectReadOperation::omap_get_vals2,"void omap_get_vals2( const std::string &start_after, const std::string &filter_prefix, uint64_t max_return, std::map<std::string, bufferlist> *out_vals, bool *pmore, int *prval);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectReadOperation,ObjectReadOperation::omap_get_vals2,"void omap_get_vals2( const std::string &start_after, uint64_t max_return, std::map<std::string, bufferlist> *out_vals, bool *pmore, int *prval);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectReadOperation,ObjectReadOperation::omap_get_vals_by_keys,"void omap_get_vals_by_keys(const std::set<std::string> &keys, std::map<std::string, bufferlist> *map, int *prval);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectReadOperation,ObjectReadOperation::operator =,ObjectReadOperation& operator =(ObjectReadOperation&&) = default;,"Go value, iterator, and ownership semantics",go-native,P01,none,C++ copy/move/operator surface is represented by idiomatic Go values,ownership and iterator tests
C++,ObjectReadOperation,ObjectReadOperation::read,"void read(size_t off, uint64_t len, bufferlist *pbl, int *prval);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectReadOperation,ObjectReadOperation::set_chunk,"void set_chunk(uint64_t src_offset, uint64_t src_length, const IoCtx& tgt_ioctx, std::string tgt_oid, uint64_t tgt_offset, int flag = 0);",rados.ReadOp / rados.WriteOp,intentional-omission: non-frozen P08 variant,P08,completion of prior phases; see SPEC.md,Not exposed by the certified P08 Go contract,P08 API inventory review; no runtime conformance claim
C++,ObjectReadOperation,ObjectReadOperation::sparse_read,"void sparse_read(uint64_t off, uint64_t len, std::map<uint64_t,uint64_t> *m, bufferlist *data_bl, int *prval, uint64_t truncate_size = 0, uint32_t truncate_seq = 0);",rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C++,ObjectReadOperation,ObjectReadOperation::stat,"void stat(uint64_t *psize, time_t *pmtime, int *prval);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectReadOperation,ObjectReadOperation::stat2,"void stat2(uint64_t *psize, struct timespec *pts, int *prval);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectReadOperation,ObjectReadOperation::tier_evict,void tier_evict();,rados.ReadOp / rados.WriteOp,intentional-omission: non-frozen P08 variant,P08,completion of prior phases; see SPEC.md,Not exposed by the certified P08 Go contract,P08 API inventory review; no runtime conformance claim
C++,ObjectReadOperation,ObjectReadOperation::tier_flush,void tier_flush();,rados.ReadOp / rados.WriteOp,intentional-omission: non-frozen P08 variant,P08,completion of prior phases; see SPEC.md,Not exposed by the certified P08 Go contract,P08 API inventory review; no runtime conformance claim
C++,ObjectReadOperation,ObjectReadOperation::~ObjectReadOperation,~ObjectReadOperation() override {},automatic Go memory ownership,go-native,P01,none,No public deallocator,ownership and leak tests
C++,ObjectWriteOperation,ObjectWriteOperation::ObjectWriteOperation,ObjectWriteOperation() : unused(NULL) {},rados.ReadOp / rados.WriteOp,go-native,P08,completion of prior phases; see SPEC.md,"Go values, pages, and builders replace native iterator and allocation lifetimes","P08 ownership, pagination, and builder lifecycle tests"
C++,ObjectWriteOperation,ObjectWriteOperation::ObjectWriteOperation,ObjectWriteOperation(ObjectWriteOperation&&) = default;,rados.ReadOp / rados.WriteOp,go-native,P08,completion of prior phases; see SPEC.md,"Go values, pages, and builders replace native iterator and allocation lifetimes","P08 ownership, pagination, and builder lifecycle tests"
C++,ObjectWriteOperation,ObjectWriteOperation::append,void append(const bufferlist& bl);,rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectWriteOperation,ObjectWriteOperation::cache_pin,void cache_pin();,none,deferred: legacy cache tier or service/log subscription API,P13,completion of prior phases; see SPEC.md,Outside the v1 scope defined by SPEC.md,future explicit qualification
C++,ObjectWriteOperation,ObjectWriteOperation::cache_unpin,void cache_unpin();,none,deferred: legacy cache tier or service/log subscription API,P13,completion of prior phases; see SPEC.md,Outside the v1 scope defined by SPEC.md,future explicit qualification
C++,ObjectWriteOperation,ObjectWriteOperation::copy_from,"void copy_from(const std::string& src, const IoCtx& src_ioctx, uint64_t src_version, uint32_t src_fadvise_flags);",rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C++,ObjectWriteOperation,ObjectWriteOperation::copy_from2,"void copy_from2(const std::string& src, const IoCtx& src_ioctx, uint64_t src_version, uint32_t truncate_seq, uint64_t truncate_size, uint32_t src_fadvise_flags);",rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C++,ObjectWriteOperation,ObjectWriteOperation::create,void create(bool exclusive);,rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectWriteOperation,ObjectWriteOperation::create,"void create(bool exclusive, const std::string& category);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectWriteOperation,ObjectWriteOperation::mtime,void mtime(time_t *pt);,rados.ReadOp / rados.WriteOp,intentional-omission: non-frozen P08 variant,P08,completion of prior phases; see SPEC.md,Not exposed by the certified P08 Go contract,P08 API inventory review; no runtime conformance claim
C++,ObjectWriteOperation,ObjectWriteOperation::mtime2,void mtime2(struct timespec *pts);,rados.ReadOp / rados.WriteOp,intentional-omission: non-frozen P08 variant,P08,completion of prior phases; see SPEC.md,Not exposed by the certified P08 Go contract,P08 API inventory review; no runtime conformance claim
C++,ObjectWriteOperation,ObjectWriteOperation::omap_clear,void omap_clear();,rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectWriteOperation,ObjectWriteOperation::omap_rm_keys,void omap_rm_keys(const std::set<std::string> &to_rm);,rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectWriteOperation,ObjectWriteOperation::omap_set,"void omap_set(const std::map<std::string, bufferlist> &map);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectWriteOperation,ObjectWriteOperation::omap_set_header,void omap_set_header(const bufferlist &bl);,rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectWriteOperation,ObjectWriteOperation::operator =,ObjectWriteOperation& operator =(ObjectWriteOperation&&) = default;,"Go value, iterator, and ownership semantics",go-native,P01,none,C++ copy/move/operator surface is represented by idiomatic Go values,ownership and iterator tests
C++,ObjectWriteOperation,ObjectWriteOperation::remove,void remove();,rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectWriteOperation,ObjectWriteOperation::rmxattr,void rmxattr(const char *name);,rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectWriteOperation,ObjectWriteOperation::selfmanaged_snap_rollback,void selfmanaged_snap_rollback(uint64_t snapid);,rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C++,ObjectWriteOperation,ObjectWriteOperation::set_alloc_hint,"void set_alloc_hint(uint64_t expected_object_size, uint64_t expected_write_size);",rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C++,ObjectWriteOperation,ObjectWriteOperation::set_alloc_hint2,"void set_alloc_hint2(uint64_t expected_object_size, uint64_t expected_write_size, uint32_t flags);",rados specialized object methods,intentional-omission: non-frozen P10 variant,P10,completion of prior phases; see SPEC.md,Not exposed by the certified P10 Go contract,P10 API inventory review; no runtime conformance claim
C++,ObjectWriteOperation,ObjectWriteOperation::set_redirect,"void set_redirect(const std::string& tgt_obj, const IoCtx& tgt_ioctx, uint64_t tgt_version, int flag = 0);",rados.ReadOp / rados.WriteOp,intentional-omission: non-frozen P08 variant,P08,completion of prior phases; see SPEC.md,Not exposed by the certified P08 Go contract,P08 API inventory review; no runtime conformance claim
C++,ObjectWriteOperation,ObjectWriteOperation::setxattr,"void setxattr(const char *name, const bufferlist& bl);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectWriteOperation,ObjectWriteOperation::setxattr,"void setxattr(const char *name, const bufferlist&& bl);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectWriteOperation,ObjectWriteOperation::snap_rollback,void snap_rollback(uint64_t snapid);,rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C++,ObjectWriteOperation,ObjectWriteOperation::tier_promote,void tier_promote();,rados.ReadOp / rados.WriteOp,intentional-omission: non-frozen P08 variant,P08,completion of prior phases; see SPEC.md,Not exposed by the certified P08 Go contract,P08 API inventory review; no runtime conformance claim
C++,ObjectWriteOperation,ObjectWriteOperation::tmap_put,void tmap_put(const bufferlist& bl);,none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,ObjectWriteOperation,ObjectWriteOperation::tmap_update,void tmap_update(const bufferlist& cmdbl);,none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,ObjectWriteOperation,ObjectWriteOperation::truncate,void truncate(uint64_t off);,rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectWriteOperation,ObjectWriteOperation::undirty,void undirty();,rados.ReadOp / rados.WriteOp,intentional-omission: non-frozen P08 variant,P08,completion of prior phases; see SPEC.md,Not exposed by the certified P08 Go contract,P08 API inventory review; no runtime conformance claim
C++,ObjectWriteOperation,ObjectWriteOperation::unset_manifest,void unset_manifest();,rados.ReadOp / rados.WriteOp,intentional-omission: non-frozen P08 variant,P08,completion of prior phases; see SPEC.md,Not exposed by the certified P08 Go contract,P08 API inventory review; no runtime conformance claim
C++,ObjectWriteOperation,ObjectWriteOperation::write,"void write(uint64_t off, const bufferlist& bl);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectWriteOperation,ObjectWriteOperation::write_full,void write_full(const bufferlist& bl);,rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectWriteOperation,ObjectWriteOperation::writesame,"void writesame(uint64_t off, uint64_t write_len, const bufferlist& bl);",rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C++,ObjectWriteOperation,ObjectWriteOperation::zero,"void zero(uint64_t off, uint64_t len);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C++,ObjectWriteOperation,ObjectWriteOperation::~ObjectWriteOperation,~ObjectWriteOperation() override {},automatic Go memory ownership,go-native,P01,none,No public deallocator,ownership and leak tests
C++,PlacementGroup,PlacementGroup::PlacementGroup,PlacementGroup();,Go constructors and immutable value/builders,go-native,P01,none,Constructors and move/copy rules become Go constructors and ownership rules,API lifecycle tests
C++,PlacementGroup,PlacementGroup::PlacementGroup,PlacementGroup(const PlacementGroup&);,Go constructors and immutable value/builders,go-native,P01,none,Constructors and move/copy rules become Go constructors and ownership rules,API lifecycle tests
C++,PlacementGroup,PlacementGroup::parse,bool parse(const char*);,none,intentional-omission: placement diagnostic absent from frozen v1 contract,P05,completion of prior phases; see SPEC.md,Public hash-position diagnostics and placement-group parsing are not v1-required behavior,P05 API inventory review; no runtime conformance claim
C++,PlacementGroup,PlacementGroup::~PlacementGroup,~PlacementGroup();,automatic Go memory ownership,go-native,P01,none,No public deallocator,ownership and leak tests
C++,PoolAsyncCompletion,PoolAsyncCompletion::PoolAsyncCompletion,PoolAsyncCompletion(PoolAsyncCompletionImpl *pc_) : pc(pc_) {},"context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,PoolAsyncCompletion,PoolAsyncCompletion::get_return_value,int get_return_value();,"context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,PoolAsyncCompletion,PoolAsyncCompletion::is_complete,bool is_complete();,"context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,PoolAsyncCompletion,PoolAsyncCompletion::release,void release();,"context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,PoolAsyncCompletion,PoolAsyncCompletion::set_callback,"int set_callback(void *cb_arg, callback_t cb);","context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,PoolAsyncCompletion,PoolAsyncCompletion::wait,int wait();,"context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,PoolAsyncCompletion,PoolAsyncCompletion::~PoolAsyncCompletion,~PoolAsyncCompletion();,automatic Go memory ownership,go-native,P01,none,No public deallocator,ownership and leak tests
C++,Rados,Rados::Rados,Rados();,Go constructors and immutable value/builders,go-native,P01,none,Constructors and move/copy rules become Go constructors and ownership rules,API lifecycle tests
C++,Rados,Rados::Rados,explicit Rados(IoCtx& ioctx);,Go constructors and immutable value/builders,go-native,P01,none,Constructors and move/copy rules become Go constructors and ownership rules,API lifecycle tests
C++,Rados,Rados::aio_create_completion,static AioCompletion *aio_create_completion();,"context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,Rados,Rados::aio_create_completion,"static AioCompletion *aio_create_completion(void *cb_arg, callback_t cb_complete);","context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,Rados,Rados::aio_create_completion,"static AioCompletion *aio_create_completion(void *cb_arg, callback_t cb_complete, callback_t cb_safe) __attribute__ ((deprecated));",none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,Rados,Rados::aio_watch_flush,int aio_watch_flush(AioCompletion*);,rados.Watch and notify methods,go-native,P09,completion of prior phases; see SPEC.md,Watch draining and notify reply memory ownership are integrated into Go lifecycle and result semantics,P09 unit and live watch/notify interoperability tests
C++,Rados,Rados::blocklist_add,"int blocklist_add(const std::string& client_address, uint32_t expire_seconds);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,Rados,Rados::cct,config_t cct();,none,intentional-omission: native handle access violates pure-Go boundary,P01,none,No native configuration or cluster handle exists,P01 dependency and cgo audit
C++,Rados,Rados::cluster_fsid,int cluster_fsid(std::string *fsid);,rados.Client pool/map discovery methods,implemented,P04,completion of prior phases; see SPEC.md,Context-aware discovery returns Go-owned values and immutable pool views,P04 unit and live discovery tests
C++,Rados,Rados::cluster_stat,int cluster_stat(cluster_stat_t& result);,rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,Rados,Rados::conf_get,"int conf_get(const char *option, std::string &val);",rados.Client / rados.Config lifecycle and configuration methods,implemented,P01/P04,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration",P01 lifecycle and P04 configuration tests
C++,Rados,Rados::conf_parse_argv,"int conf_parse_argv(int argc, const char ** argv) const;",rados.Client / rados.Config lifecycle and configuration methods,implemented,P01/P04,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration",P01 lifecycle and P04 configuration tests
C++,Rados,Rados::conf_parse_argv_remainder,"int conf_parse_argv_remainder(int argc, const char ** argv, const char ** remargv) const;",rados.Client / rados.Config lifecycle and configuration methods,implemented,P01/P04,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration",P01 lifecycle and P04 configuration tests
C++,Rados,Rados::conf_parse_env,int conf_parse_env(const char *env) const;,rados.Client / rados.Config lifecycle and configuration methods,implemented,P01/P04,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration",P01 lifecycle and P04 configuration tests
C++,Rados,Rados::conf_read_file,int conf_read_file(const char * const path) const;,rados.Client / rados.Config lifecycle and configuration methods,implemented,P01/P04,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration",P01 lifecycle and P04 configuration tests
C++,Rados,Rados::conf_set,"int conf_set(const char *option, const char *value);",rados.Client / rados.Config lifecycle and configuration methods,implemented,P01/P04,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration",P01 lifecycle and P04 configuration tests
C++,Rados,Rados::connect,int connect();,rados.Client / rados.Config lifecycle and configuration methods,implemented,P01/P04,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration",P01 lifecycle and P04 configuration tests
C++,Rados,Rados::from_rados_t,"static void from_rados_t(rados_t cluster, Rados &rados);",none,intentional-omission: native handle interoperation violates pure-Go boundary,P00,none,No C handle exists in the distributed client,dependency and cgo audit
C++,Rados,Rados::get_addrs,std::string get_addrs() const;,rados.Client session addresses,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,Rados,Rados::get_inconsistent_objects,"int get_inconsistent_objects(const PlacementGroup& pg, const object_id_t &start_after, unsigned max_return, AioCompletion *c, std::vector<inconsistent_obj_t>* objects, uint32_t* interval);",rados.Client administrative consistency methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,Rados,Rados::get_inconsistent_pgs,"int get_inconsistent_pgs(int64_t pool_id, std::vector<PlacementGroup>* pgs);",rados.Client administrative consistency methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C++,Rados,Rados::get_inconsistent_snapsets,"int get_inconsistent_snapsets(const PlacementGroup& pg, const object_id_t &start_after, unsigned max_return, AioCompletion *c, std::vector<inconsistent_snapset_t>* snapset, uint32_t* interval);",rados snapshot methods and immutable snapshot views,intentional-omission: non-frozen P10 variant,P10,completion of prior phases; see SPEC.md,Not exposed by the certified P10 Go contract,P10 API inventory review; no runtime conformance claim
C++,Rados,Rados::get_instance_id,uint64_t get_instance_id();,rados.Client / rados.Config lifecycle and configuration methods,implemented,P01/P04,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration",P01 lifecycle and P04 configuration tests
C++,Rados,Rados::get_min_compatible_client,"int get_min_compatible_client(int8_t* min_compat_client, int8_t* require_min_compat_client);",none,intentional-omission: discovery diagnostic absent from frozen v1 contract,P04,completion of prior phases; see SPEC.md,No distinct v1 behavior requires this native diagnostic or explicit map wait,P04 API inventory review; no runtime conformance claim
C++,Rados,Rados::get_min_compatible_osd,int get_min_compatible_osd(int8_t* require_osd_release);,none,intentional-omission: discovery diagnostic absent from frozen v1 contract,P04,completion of prior phases; see SPEC.md,No distinct v1 behavior requires this native diagnostic or explicit map wait,P04 API inventory review; no runtime conformance claim
